,Datetime,Tweet Id,Text,Username
0,2021-03-24 18:09:29+00:00,1374785455997161474,@mybmcwardgs what about people who have already got vaccine?,PrabhadeviPAWA
1,2021-03-24 18:04:27+00:00,1374784188709175296,#aurangabad district #collector #sunilchavan told toi that monthly #salaries of #frontlineworkers not taking the #vaccine against covid-19 would soon be #withheld,sirajnoorani
2,2021-03-24 18:04:00+00:00,1374784073667801090,"imagine for a moment that,

-we still don't have fullproof vaccine.
-covid is as lethal as april 2020.
-life is under constant threat.
-everytime you walk outside, you're a potential victim.
-this is zombie virus

imagined?
now behave ffs.

anyway..

aao, tthuste hai  https://t.co/bcgj98dhgl",Abhi972
3,2021-03-24 17:34:26+00:00,1374776636290301954,@thepointsguy bought everything on cc to add points for flights . saved $$ every month into a holiday fund . stalked @royalcaribbean &amp; @celebritycruise websites for updates &amp; deals . saved up time off from work . vaccine pending,nekzaad
4,2021-03-24 16:49:32+00:00,1374765334951956483,"@gauravsabnis my tai chi teacher who is also a vet , his wife , a lady in my  tai chi class. she toh believes that tai chi will protect her and her 90-yr old father. she believes the vaccine is not really well-researched.",AshaDSouza11
5,2021-03-24 16:49:13+00:00,1374765254303879168,"@drharshvardhan sir, pls fix the portal to read the correct database. it shows my 1st dose data, but when i schedule 2nd dose appointment, it says no vaccine name &amp; date of first dose not available. also often, it does not show appointment availability correctly. pls fix it. https://t.co/ymkfc4uugq",suvibadra
6,2021-03-24 16:26:29+00:00,1374759532727918601,#cowinapp #covid19 #cowinportal #cowin @mantralayaroom i have registered on cowin portal &amp; taken the first dose on 3rd march. now the the portal does not allowing me to schedule my 2nd dose. it says cannot find vaccine name &amp; first dose data. any help to solve this issue ?,suvibadra
7,2021-03-24 16:20:21+00:00,1374757991484821510,@aaratis_14 @kr160182 @mybmc @pmoindia @hmoindia @mohfw_india @cmomaharashtra @anildeshmukhncp @rajeshtope11 @mayor_mumbai @mybmchealthdept @mybmcphd @pibmumbai there is hardly ppl at vaccination centres. at least the ppl who value the vaccine should be given the vaccine on priority,Aasia_psk
8,2021-03-24 16:14:57+00:00,1374756633868263427,"plz allow everyone in maharashtra to take covid vaccine irrespective of age. this can help to reduce covid numbers in maharashtra, which is 60-70% of cases. later concentrate on other states which has higest numbers. @cmomaharashtra @mybmc @pmoindia @narendramodi
#vaccineforall",nmdedhia
9,2021-03-24 13:12:46+00:00,1374710782139588609,"after one full year of missing increment, bonuses and working harder than ever, employees deserve an actual gesture of goodwill. 

don't think you can get away with just a vaccine shot cost. and please don't be such an obvious cheapskate.",ShivamVahia
10,2021-03-24 10:24:52+00:00,1374668530424053761,@pmoindia the govt. should allow private pharma companies / research companies to roll out their vaccines to fill in the void of demand and supply. the masses of all age  should be covered well,alayshah999
11,2021-03-24 09:38:28+00:00,1374656855083864069,"@genesiaalves at this point i dont trust any of these. none. i am all for science and vaccines but it seems wholly unnecessary at this point imo, especially because it seems like what you said: they all have an agenda.",TheMarathe
12,2021-03-24 09:32:15+00:00,1374655290667380739,why you can't compare covid-19 vaccines https://t.co/hqxqnxlkl9 #covid19 #covidvaccine #know,TheOpeningSpell
13,2021-03-24 08:55:25+00:00,1374646021859385345,hoping we are able to identify vaccine efficacy against these new strains soon @nebuer42 @swapneilparikh @gkangind https://t.co/ud6qiioimc,lancelot_pinto
14,2021-03-24 08:47:40+00:00,1374644070019043330,"provide vaccines for a students appearing for the board examination this year. 
@drrpnishank 
@pmoindia 
@narendramodi 
@amitshah 
@indiatoday 
@ndtv 
@who 
@republic 
@unicef",RvRai2003
15,2021-03-24 08:37:26+00:00,1374641495836405761,@hrsanjaynegi they may have looked at age brackets and population covered and mapped it to current vaccines available and then announced. #justthinking also as you cross 45 certain complexities come in and hence people are vulnerable.,brilliansk
